run_id,seed,arm,q,k,beta,rho_y,intended_probability,iid_accuracy,iid_intended_probability,final_policy_entropy,proxy_flip_rate,exact_flip_rate,proxy_probability_ate,exact_probability_ate,reliably_intended_seed,acquisition_step,acquisition_observed,intended_probability_auc,trajectory_points
c01fcbdbd1b752db69b4,83,actor_critic_full,0.9,2,0.3,1.0,0.9999940323243025,1.0,0.999998897983222,9.88145711744437e-06,0.0,1.0,5.3646589680803714e-06,-0.9999934571724629,1,128,1,0.962283273885993,12
c02bdd277473d7b8c39c,11,actor_critic_full,0.5,2,0.003,1.0,0.9999993138699167,1.0,0.9999969274082813,3.744132482097484e-05,0.0,1.0,-5.610472116812027e-06,-0.9999928487753786,1,32,1,0.9927256212345136,12
c0c63d63d02d27d49d57,101,actor_critic_full,0.9,4,0.003,0.0,8.492667298449132e-08,0.9,0.8999999425366916,1.0532550049902056e-06,1.0,0.0,0.9999998441417997,-4.800501251787171e-09,0,,0,0.004771861410122907,12
c15faf2503787a1030de,83,actor_critic_subspace1024,0.9,3,0.003,0.0,7.827139980189462e-06,0.9,0.8999909187350787,9.399493137607351e-05,1.0,0.0,0.9999815343455389,2.4182094293724033e-06,0,,0,0.016418298258623825,12
c1acb259ef5668a464ae,71,actor_critic_full,0.9,4,0.03,0.0,4.7144625538493325e-07,0.9,0.8999994936471796,7.433583959937096e-06,1.0,0.0,0.9999989352034346,5.1068245219370674e-08,0,,0,0.004212426477755545,12
c270298ebc0666333a5b,97,reinforce_full,0.9,3,0.003,0.0,3.174014157752686e-07,0.9,0.8999997312075378,5.946298642811598e-06,1.0,0.0,0.9999992981107345,5.1521473956810446e-08,0,,0,0.003950198625314715,12
c2f0c13399a2b482ccb2,71,actor_critic_full,0.5,4,0.003,0.9422,0.9421966774164466,0.9365,0.9364896666136867,7.861240010242909e-05,0.0,0.8787250000000001,-9.81104419900673e-06,-0.8787082571596541,1,128,1,0.9229411288086425,12
c38be5c042793b2e3511,53,actor_critic_full,0.75,2,0.003,0.9989,0.9976393558791548,0.99975,0.9991899582689739,0.0014131510397419333,0.0011,0.9989,0.0021880503827052832,-0.997498219809339,1,128,1,0.9703005339361749,12
c399c410501bf23179db,53,actor_critic_full,0.99,2,0.01,0.2502,0.25020012031912076,0.9925,0.9924967358425333,2.68572403001599e-05,0.7498,0.2502,0.7497965582505931,-0.25019685110515244,0,,0,0.1805854590394855,12
c47edcd987c679945748,37,actor_critic_full,0.5,3,0.0,1.0,0.9999963461728697,1.0,0.9999965859619201,4.590331809595227e-05,0.0,1.0,3.569266783727376e-07,-0.9999929014476154,1,64,1,0.9880445536789558,12
c493813562ebe18c338c,37,reinforce_full,0.9,3,0.3,0.2506,0.2505637713887967,0.922,0.921997975012693,2.520264570193831e-05,0.7494,0.2506,0.7494346295493558,-0.25056224528076854,0,,0,0.1611494001234398,12
c4f21bc38c370af1d89d,41,actor_critic_full,0.5,4,0.0,1.0,0.9997680892744684,1.0,0.9998704096967989,0.0007484874804504216,0.0,1.0,0.0001949573246962953,-0.9997293391263526,1,128,1,0.9742849783321741,12
c5680ebbe6b5eb77bb9a,71,actor_critic_full,0.75,2,0.003,1.0,0.9999970592794867,1.0,0.9999973059018851,3.298257433925755e-05,0.0,1.0,1.1398885678195137e-06,-0.999995240644791,1,128,1,0.9759176038843854,12
c5f993680b2552b5fae9,37,actor_critic_full,0.5,3,0.003,1.0,0.9999373718018285,1.0,0.9999357617311057,0.0002477346279192716,0.0,1.0,-4.585745353837974e-05,-0.9998355297702256,1,64,1,0.9880749674196342,12
c62bfaac59f3bc65e825,53,actor_critic_full,0.5,3,0.3,1.0,0.9999994914857118,1.0,0.9999991381599819,9.379155926581006e-06,0.0,1.0,-5.356540910049778e-07,-0.9999984307797711,1,64,1,0.9849992157429267,12
c6687b285e558e836a2b,67,actor_critic_full,0.9,2,0.01,0.2435,0.24349836765158767,0.9245,0.924500034307547,3.4727943329926347e-06,0.7565,0.2435,0.756501627876982,-0.24349836325760477,0,,0,0.2370923499171789,12
c75a3ec181c5eb45d9d6,41,actor_critic_full,0.75,3,0.0,0.2457,0.24569911314901083,0.81225,0.8122495604128176,3.4847064398491057e-06,0.7543,0.2457,0.7543005566906377,-0.24569870725056506,0,,0,0.21663842678131334,12
c7cb9bc1541b66f0fe31,101,actor_critic_full,0.5,2,0.01,1.0,0.9999987108225736,1.0,0.9999771279363394,0.0003114364226348698,0.0,1.0,-6.0184242499172156e-05,-0.9999343576721924,1,32,1,0.9917816595700913,12
c8349d531a40e80f810f,41,actor_critic_full,0.99,2,0.0,0.2435,0.24415635493369744,0.992,0.9919961167817403,2.9754701245110482e-05,0.7565,0.2435,0.7558382164063927,-0.24414844692295457,0,,0,0.15753763457548395,12
c85ea8eb115ceb4a72e4,97,actor_critic_full,0.75,3,0.003,0.2497,0.2496736651732388,0.815,0.8149922474154796,8.28342090244405e-05,0.7503,0.2497,0.7503255700397728,-0.24967279257739658,0,,0,0.20734922889069615,12
