inference_status,run_id,seed,cohort,q_only_error_count,p_error_count,q_error_count,both_error_count,p_only_error_count,neither_error_count,q_goal_hamming_from_m0,q_goal_hamming_from_previous_count,seen_active_codewords,possible_active_codewords,active_codeword_coverage,factorial_seen_rows,factorial_unseen_rows,final_q_only_presentations,first_q_only_presentation_step,all_unique_q_only_seen_step,train_array_digest,common_iid_array_digest,diagnostic_array_digest
adaptive_exploratory_posthoc_paired_support_intervention,780fc092f5b760face1e,127,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,17,28,27757cb6983e692fdffc83b361866e9802f6f39764ea15db14fe6bcbb65a09a6,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,35401a9ace0cb6d6ff57,127,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1230,1,29,61a9372ea3863806121a84036ac80abae4bb3c401b714ceb5f8a9ccb6a0b3937,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,bfba5f3aa1a30cf0224f,127,fresh,8,1000,500,492,508,8992,16,4,8,64,0.125,128,896,1640,1,40,0c7176ad617d48efbd8fd32ebc858f50579200f8293df1caaa9d04d9ad7b7027,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,d6908c017407e4fcef43,127,fresh,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2049,1,40,df1d839fcdbe20ec1e05f16e130fd6729c5641e8671ecaa42ea2b6a263fdbc39,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,f29c43c52191bd20386f,127,fresh,50,1000,500,450,550,8950,100,80,33,64,0.515625,528,496,10245,1,40,cfa8a112e600802a1125b1ca340fec757c783f80b2c453d15812c5d8fac9daf4,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,fe2518d5645be549606c,127,fresh,100,1000,500,400,600,8900,200,100,50,64,0.78125,800,224,20487,1,40,593f4bd148826388c174afba76a39be0d02e42d99f6666276944e0cfc73371ad,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,2f8437d3a4857717c9ed,127,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51208,1,40,33871cc2fda86df4634b9c5f62ba5b0d41b02ab318c2e74d1c03db39090e7d0d,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,2d6d8686ebed1579a010,127,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92162,1,40,da286779e7a1f535f0cb963d19239ce5bf4572ad3a752f7da8f6ce2cf07412b2,aff54353920237b594db19c3e0fe1b3e08723faca0a9e5fbc2792a2bc8eb983d,f288ac263c8b23d5aa4224f1ed7e4088044ebb347757df707fcf0bcc877be1f6
adaptive_exploratory_posthoc_paired_support_intervention,fec44f5a56860cfca8a9,131,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,c366e9d8160376623c97b8abd037b7257c9724cb328d1dd54f4899e7fa88d8d2,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,4c2c552edf38c264b53b,131,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,409,8,19,b6575977d7ea7d806217ede81efa8010c8ea2076dfdb74556ba2462a68dab780,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,828b9e18891efa528947,131,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,818,8,26,fd2c84b94aee442eddb3dc48a9e51c7b86f64aa46ab97cf2193a79c65459a8f7,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,15b11b9b2f6464c8aca3,131,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1227,8,31,5763f2498e65ed829f924651d1e69fdd946c349d03deb29e869a0366cf5a2faa,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,43cd87a8ea818c038e77,131,fresh,8,1000,500,492,508,8992,16,4,8,64,0.125,128,896,1636,8,31,0d67fcf428336ff9f0d56011c9b17c9704d37e085e734cd96b72f874aaa25f4a,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,8d54b3192cfe101bd0ae,131,fresh,10,1000,500,490,510,8990,20,4,10,64,0.15625,160,864,2045,8,34,78aa45ae5adf4f3373e923c81a604e8c8d31df49a01b89d90fe6d50d83775986,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,06b7526a9c1df7f86a7e,131,fresh,50,1000,500,450,550,8950,100,80,36,64,0.5625,576,448,10237,2,40,99876c20eabcce0b045a4fe583014cfe01065eac2e133fa46d8b1303ba472006,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,fe5b45999ce1f8bdf1c3,131,fresh,100,1000,500,400,600,8900,200,100,53,64,0.828125,848,176,20482,1,40,2240bc361d40f10b4a78a127bf560fa5614cfaa40a8fccd4cebfbda339bbf683,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,e17146a2c07e733b7693,131,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51208,1,40,5eb77bdd1c19c88765df260b679b9536928d2ae169dc00168a5d0ed12c346459,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,d886d1601c0d439121dc,131,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92162,1,40,cde41ed13003164d757dd05acd8546d2fc5f29c70565b84eb2ecec18ed5c36a6,8d8dde358784a7b071b5bb208fe5f2ecbf4499297ac855039723f08a473e3a76,17ea0a261fbe1c762b5752fc1c57d6c629586c32a550ec0c81509bb6f3efc2e5
adaptive_exploratory_posthoc_paired_support_intervention,e743530a65a1af9a2b35,137,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,5cb51e9539be364a8dd11857271bc05bc3efcdd8919425bf2586b7969f6b3239,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,a2a0f55e6df2f325d1ff,137,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,9,16,87858b2463ceb7ac7886333c69e9201b6fbd530eedbb2bbd9bc06b01db713a12,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,94542e9e88d098183182,137,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,9,38,3b1d1b06a7218d26065508f26f87cec8cd2454e2fb4a944f66c5efdf073b2b4a,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,70a1c24ed1f6751f3c7f,137,fresh,6,1000,500,494,506,8994,12,4,5,64,0.078125,80,944,1230,9,38,7c15e4c938a35c25f55f1679570b344731b827b6ae1ecceb67fd3bb8f79b0511,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,8d3d95ea0e6919b5bca0,137,fresh,8,1000,500,492,508,8992,16,4,7,64,0.109375,112,912,1640,4,38,d09529bf6eef36bc3383f0d4009e3b0934c1500dd13273146a6c718cd9c7575e,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,01cbfa5bec3c158aa7b7,137,fresh,10,1000,500,490,510,8990,20,4,9,64,0.140625,144,880,2050,4,38,5fce4b3015c9ee37992e0a206ae598a1be1376fe37d3d2904e9a8f21c727f2c7,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,dfcdec3b4762440e8715,137,fresh,50,1000,500,450,550,8950,100,80,33,64,0.515625,528,496,10240,1,40,dbdd44ee7b881606f4cb0efa11336c4945fc3c675b54496cf5a7493b9f42286f,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,8380fae24d13c8f392ad,137,fresh,100,1000,500,400,600,8900,200,100,49,64,0.765625,784,240,20479,1,40,a8998ba82f4e0111483bc0d880c97f0e1eaaa4cff7ba1ab4303e0b214e3480b3,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,bbdba3b3f8b289a6154f,137,fresh,250,1000,500,250,750,8750,500,300,64,64,1.0,1024,0,51200,1,40,c8a10eabb358bcd26f4c17df518362938c3e1511715c1f5d0dcb7b7442606e6f,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,9eb1439297e2ced4ee2d,137,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92162,1,40,d995492afeefeefa7a60bc9b12f50db52cb1e09759b6866131db79a4863bc351,117ff344f8b0ae4445c8f464f4568663381719f1397d907ea29f44925e00c6aa,f2c6a1909daca29d19b1660c14ee1bceb1c6354ab8948b7b16cc5f06597eb34e
adaptive_exploratory_posthoc_paired_support_intervention,4a31936d3e50c6b835c7,139,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,8b65e5ccdceacb259349e689e6d8f03087a3f16b563cf69122f6834ed635be13,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,726362f3dc1165be9e7b,139,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,14,23,800b26aa1bd452523f4688e880290ce6e182bae66c45d415b5e0fee1bb7ca804,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,950d9e3bc43bdb9963ec,139,fresh,4,1000,500,496,504,8996,8,4,3,64,0.046875,48,976,819,8,23,f8009cba6e69d0efeea497bacbee50b6c2258e5e33d6513226fc839ecaedbd56,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,43eb52ca3568395fb0a4,139,fresh,6,1000,500,494,506,8994,12,4,5,64,0.078125,80,944,1229,4,23,4a65531a62e54b1f3407f7c96323c62d9063665c7c0f744f3cfcbdab4bdb4ceb,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,e40000a09559fd9f9db2,139,fresh,8,1000,500,492,508,8992,16,4,6,64,0.09375,96,928,1638,4,23,6acefbe842f17245347a6cd166107c752a13e4ba3a0350c157ded931bba09c8f,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,6e866b99c3b03347d069,139,fresh,10,1000,500,490,510,8990,20,4,8,64,0.125,128,896,2047,4,39,c298dda99a3273ec9d53e0bcd85bda4e21e873e7871ac1d02025f6c784f8946c,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,6a6ab6ede313c2f4c628,139,fresh,50,1000,500,450,550,8950,100,80,35,64,0.546875,560,464,10240,1,39,d010e206c8dc17503df54239752c362a6e452980e645a4df5fd1ab494ec4e48c,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,b5cb4432d6e59dca02c5,139,fresh,100,1000,500,400,600,8900,200,100,51,64,0.796875,816,208,20480,1,40,f29af1e3270d2fe4c9ee818a4dd9e4a32d5d0148b9e7a22dc0538527fa029c15,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,c204ccf17c63a02a1e28,139,fresh,250,1000,500,250,750,8750,500,300,63,64,0.984375,1008,16,51201,1,40,d76d28ad761e402453383e2f816309fde63cff6704937b3665aff8d8f81a1617,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,48b0133e72def89f143b,139,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92164,1,40,02877aa4967886f7c1b8f9857300411c4b118b80440734616a1ad14aaef0f22a,d65cdc681993f15d66947a4246fbbba943034354efabfdc339faf2536ca36053,cc1ab82d9b89c90cf50d08a4784a92166bdc9eff145e628503b36afa9cf59c14
adaptive_exploratory_posthoc_paired_support_intervention,da023bc8dde600509e88,149,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,50ce6c2f77e1083f778b1866080af890be9dd0a95e795e3f01a9f3d734fac67b,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,aef26127acff3d85c81e,149,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,4,12,edc964ba239a6e5cab6e007aad2b73221bba3a6e8a4eba20a4efb1780bcae57f,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,eda1f2d8b2ed1d312152,149,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,4,25,e5c7b527de17126996e956464f122ce2899793e423afbc9a983126e25b7de82e,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,98b1236c8bf5c4c744fd,149,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1229,4,34,78ad1bd393e10e312ed742daa89ebe178b1a1b27b341257a82758ed90efe1c1e,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,6db40198adfb0e4caabd,149,fresh,8,1000,500,492,508,8992,16,4,8,64,0.125,128,896,1638,4,34,885f87439479e0e61dffb477e6282f1a3ac03d3b236e6bfeba46423e56d9ea55,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,089655cf709e28f4bb0b,149,fresh,10,1000,500,490,510,8990,20,4,10,64,0.15625,160,864,2047,4,34,cafe2f8cc8baf8f613a37a694bd1fd5ec2509db52870168c4a983471a2870a60,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,ce5fa0cfc48d50b2d5f1,149,fresh,50,1000,500,450,550,8950,100,80,36,64,0.5625,576,448,10239,1,37,bdd2f2def0d2f925f04666b8393152bc8eb82d6308c641b05a3b4615fc0c0e86,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,d661964facd67ea92895,149,fresh,100,1000,500,400,600,8900,200,100,57,64,0.890625,912,112,20478,1,40,93a3a71a4cee9f434a3a83d6617541b67793767c5170bd396bb88e89822285df,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,461d45a0aa670d26717f,149,fresh,250,1000,500,250,750,8750,500,300,64,64,1.0,1024,0,51201,1,40,38c4eaba2207974018920304df5902f630ce362503e99e9e7ca7bd0955ea1648,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,7d1106daaf1eff0c5239,149,fresh,450,1000,500,50,950,8550,900,400,64,64,1.0,1024,0,92158,1,40,82bcd2f391139652f691b02985299f0a30aa6e384192e8b48175daa85d442bef,131bd4a10c9583167784ea04d89d0ed02ba3288f5574d6d81b35162532b58150,b32ef8f35075935714f23ebcf3697461b243d5fb5cf3c396dee10ba193cdde38
adaptive_exploratory_posthoc_paired_support_intervention,90e8bc9e5754ad95e16c,151,fresh,0,1000,500,500,500,9000,0,0,0,64,0.0,0,1024,0,,0,9c37c059cbbf1e590288eb8e6eb5c6b252034e2bbb29e335520f7553214ac91e,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,98ce4fffbf3cde864d76,151,fresh,2,1000,500,498,502,8998,4,4,2,64,0.03125,32,992,410,13,36,1ebd802db610be08718f71699e40d8f3e8d4c0feba23919ed438c939802bf3fe,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,76fb0596dfc35bc410db,151,fresh,4,1000,500,496,504,8996,8,4,4,64,0.0625,64,960,820,13,36,736ae3342f40b154bdd52112fa1318ba6ebb1c90b959ed82f3edc7289cef2559,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,59202d7e38f8edc1532c,151,fresh,6,1000,500,494,506,8994,12,4,6,64,0.09375,96,928,1229,2,36,14708268bd8a45c903ba2861e10605184e8233fc333317e8d9490c3760168b63,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,71792a08b2f1d5e16efa,151,fresh,8,1000,500,492,508,8992,16,4,8,64,0.125,128,896,1639,2,36,0d7b3e8b72730b6083045b118458471d31e1afb52926edc09739322179322882,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,a98a122722a26ff4683d,151,fresh,10,1000,500,490,510,8990,20,4,10,64,0.15625,160,864,2048,2,36,68940dfde448a6202497fe1ebc9dfe67f97b56ab2d7ef90099440dfd2b04bbdb,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,b7c1ab033802ea85172d,151,fresh,50,1000,500,450,550,8950,100,80,31,64,0.484375,496,528,10238,2,40,8369aea8ce0da618e6492283d92fec95e3ffbf874218248280790db67946d36a,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,9260cd16567511b2c5f5,151,fresh,100,1000,500,400,600,8900,200,100,43,64,0.671875,688,336,20483,1,40,2807e865c4a28ef47c1341d439cfceaf2280e03fa0574f7b1efc9b9d6050d85e,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,0dd91a4dc5e5460e47fd,151,fresh,250,1000,500,250,750,8750,500,300,61,64,0.953125,976,48,51207,1,40,9a5eda9220a70c56f0f6ab32b3ff565a8f4de14fbf53a119f52f6cc4e63064b2,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
adaptive_exploratory_posthoc_paired_support_intervention,48023a39b12ab8b10904,151,fresh,450,1000,500,50,950,8550,900,400,63,64,0.984375,1008,16,92154,1,40,c5e6b01493f4621a9fb99701c352190b5e97313e9a7dbd4db47c95b0ba56967c,11e522ab4c154cefad62a5529421b99ee379d2ac1f9cb0c46985d5e7beae331c,d9249cbdc8ec1336296d1d81809effd15b621d5a574ac6823029e1b806cbfd39
