seed,branch,eligible_intersection,auc128_Q_stored,auc128_Q_recomputed,auc128_Q_recomputation_error,postedit_pure_P,final_target_accuracy,final_boolean_signature,auc128_P,postedit_behavior_P,postedit_causal_P,postedit_selective_P,postedit_control_P,final_behavior_P,final_causal_P,final_selective_P,final_control_P,auc128_Q,postedit_behavior_Q,postedit_causal_Q,postedit_selective_Q,postedit_control_Q,final_behavior_Q,final_causal_Q,final_selective_Q,final_control_Q,auc128_Y,postedit_behavior_Y,postedit_causal_Y,postedit_selective_Y,postedit_control_Y,final_behavior_Y,final_causal_Y,final_selective_Y,final_control_Y
457,independent_padding_sham,True,0.9451602697372437,0.9451602697372437,0.0,True,1.0,01010101,0.5544326305389404,0.991455078125,0.9920654296875,0.36669921875,0.99176025390625,0.5,0.5,0.260986328125,0.5,0.9451602697372437,0.508544921875,0.5084228515625,0.285888671875,0.50848388671875,0.5,0.5,0.261962890625,0.5,0.5001494884490967,0.498779296875,0.499267578125,-0.127685546875,0.4990234375,1.0,1.0,0.262939453125,1.0
457,nested_noop,True,0.9093939065933228,0.9093939065933228,0.0,True,1.0,01010101,0.5897583961486816,1.0,1.0,0.37109375,1.0,0.5,0.5,0.228759765625,0.5,0.9093939065933228,0.5,0.5,0.214111328125,0.5,0.5,0.5,0.23193359375,0.5,0.5022416114807129,0.5,0.5,-0.109375,0.5,1.0,1.0,0.23193359375,1.0
457,nested_q_transplant,True,0.9254190921783447,0.9254190921783447,0.0,True,1.0,01010101,0.5744702816009521,1.0,1.0,0.36181640625,1.0,0.5,0.5,0.187255859375,0.5,0.9254190921783447,0.5,0.5,0.277099609375,0.5,0.5,0.5,0.209228515625,0.5,0.5008177757263184,0.5,0.5,-0.126220703125,0.5,1.0,1.0,0.2099609375,1.0
457,nested_padding_sham,True,0.908319354057312,0.908319354057312,0.0,True,1.0,01010101,0.590721845626831,1.0,1.0,0.370361328125,1.0,0.5,0.5,0.22314453125,0.5,0.908319354057312,0.5,0.5,0.199951171875,0.5,0.5,0.5,0.224853515625,0.5,0.5020871957143148,0.5,0.5,-0.105712890625,0.5,1.0,1.0,0.22509765625,1.0
461,independent_noop,True,0.9446542263031006,0.9446542263031006,0.0,True,1.0,01010101,0.5550892353057861,0.99853515625,0.99853515625,0.40673828125,0.99853515625,0.5,0.5,0.328369140625,0.5,0.9446542263031006,0.50146484375,0.50164794921875,0.352294921875,0.501556396484375,0.5,0.5,0.328369140625,0.5,0.5007697741190592,0.50048828125,0.5001627604166666,-0.077880859375,0.5003255208333333,1.0,1.0,0.32861328125,1.0
461,independent_q_restore,True,0.917412519454956,0.917412519454956,0.0,True,1.0,01010101,0.5806601047515869,1.0,1.0,0.399658203125,1.0,0.5,0.5,0.30859375,0.5,0.917412519454956,0.5,0.5,0.22314453125,0.5,0.5,0.5,0.307373046875,0.5,0.501468578974406,0.5,0.5,-0.065185546875,0.5,1.0,1.0,0.3095703125,1.0
461,independent_padding_sham,True,0.9436254501342773,0.9436254501342773,0.0,True,1.0,01010101,0.5562875270843506,0.990966796875,0.989990234375,0.39501953125,0.990478515625,0.5,0.5,0.29931640625,0.5,0.9436254501342773,0.509033203125,0.5101318359375,0.31884765625,0.50958251953125,0.5,0.5,0.301513671875,0.5,0.5005343755086262,0.499755859375,0.4988606770833333,-0.0830078125,0.49930826822916663,1.0,1.0,0.3017578125,1.0
461,nested_noop,True,0.8998105525970459,0.8998105525970459,0.0,True,1.0,01010101,0.5920772552490234,0.999267578125,0.9990234375,0.4208984375,0.9991455078125,0.5,0.5,0.32373046875,0.5,0.8998105525970459,0.500732421875,0.50091552734375,0.18896484375,0.500823974609375,0.5,0.5,0.323974609375,0.5,0.5091764132181804,0.500244140625,0.5000813802083334,-0.06005859375,0.5001627604166667,1.0,1.0,0.323974609375,1.0
461,nested_q_transplant,True,0.920202374458313,0.920202374458313,0.0,True,1.0,01010101,0.5771539211273193,0.999267578125,0.9991455078125,0.40576171875,0.99920654296875,0.5,0.5,0.286865234375,0.5,0.920202374458313,0.500732421875,0.5009765625,0.2431640625,0.5008544921875,0.5,0.5,0.287841796875,0.5,0.5042444864908855,0.500244140625,0.5000406901041666,-0.07861328125,0.5001424153645833,1.0,1.0,0.287841796875,1.0
461,nested_padding_sham,True,0.8960485458374023,0.8960485458374023,0.0,True,1.0,01010101,0.5933215618133545,0.9990234375,0.9989013671875,0.4228515625,0.99896240234375,0.5,0.5,0.319091796875,0.5,0.8960485458374023,0.5009765625,0.50115966796875,0.174072265625,0.501068115234375,0.5,0.5,0.31884765625,0.5,0.5106942653656006,0.50048828125,0.500244140625,-0.063720703125,0.5003662109375,1.0,1.0,0.3193359375,1.0
463,independent_noop,True,0.9292459487915039,0.9292459487915039,0.0,True,1.0,01010101,0.5612287521362305,0.997802734375,0.9974365234375,0.388671875,0.99761962890625,0.5,0.5,0.2802734375,0.5,0.9292459487915039,0.502197265625,0.5020751953125,0.328857421875,0.50213623046875,0.5,0.5,0.2822265625,0.5,0.5106091499328613,0.499755859375,0.4998779296875,-0.04638671875,0.49981689453125,1.0,1.0,0.2822265625,1.0
463,independent_q_restore,True,0.8882700204849243,0.8882700204849243,0.0,True,1.0,01010101,0.5830776691436768,1.0,0.9998779296875,0.4033203125,0.99993896484375,0.5,0.5,0.28857421875,0.5,0.8882700204849243,0.5,0.5,0.206298828125,0.5,0.5,0.5,0.287841796875,0.5,0.5245926380157471,0.5,0.5,-0.017578125,0.5,1.0,1.0,0.28857421875,1.0
