seed,washout_offset,hamming_dispersion,signed_recency_margin,probability_dispersion,candidate_control_vector_dispersion,P_last_minus_first_margin,Q_last_minus_first_margin,Y_last_minus_first_margin
659,0,0.4,1.0,0.39983301328639426,0.2666666666666667,1.0,1.0,1.0
659,1,0.4,1.0,0.39973590043706164,0.2666666666666667,1.0,1.0,1.0
659,2,0.4,1.0,0.3996947897037221,0.2666666666666667,1.0,1.0,1.0
659,3,0.4,1.0,0.3996584149372782,0.2666666666666667,1.0,1.0,1.0
659,4,0.4,1.0,0.3996186365231279,0.2666666666666667,1.0,1.0,1.0
659,5,0.4,1.0,0.3995803034861931,0.2666666666666667,1.0,1.0,1.0
659,7,0.4,1.0,0.3995079587376677,0.2666666666666667,1.0,1.0,1.0
659,9,0.4,1.0,0.39944906441464895,0.2666666666666667,1.0,1.0,1.0
659,13,0.4,1.0,0.3993641115465103,0.2666666666666667,1.0,1.0,1.0
659,17,0.4,1.0,0.39926942593232206,0.2666666666666667,1.0,1.0,1.0
659,24,0.4,1.0,0.399092884847856,0.2666666666666667,1.0,1.0,1.0
659,33,0.4,1.0,0.39890932675048824,0.2666666666666667,1.0,1.0,1.0
659,45,0.4,1.0,0.3987366852220461,0.2666666666666667,1.0,1.0,1.0
659,62,0.4,1.0,0.3985800988090269,0.2666666666666667,1.0,1.0,1.0
659,85,0.4,1.0,0.3983506715241678,0.2666666666666667,1.0,1.0,1.0
659,117,0.4,1.0,0.3979703139092358,0.2666666666666667,1.0,1.0,1.0
659,128,0.4,1.0,0.3978591572506605,0.2666666666666667,1.0,1.0,1.0
659,161,0.4,1.0,0.3974023965853334,0.2666666666666667,1.0,1.0,1.0
659,222,0.4,1.0,0.3965815893573263,0.2666666666666667,1.0,1.0,1.0
