mode,k,total,trainable,decoder,behavior,crossed
full,3,273,273,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,2,209,9,0.7485,0.2772,False
head_only,2,209,9,0.745,0.2859,False
head_only,4,5249,65,0.61875,0.0,False
full,5,545,545,1.0,1.0,True
head_only,5,3713,33,0.48375,0.0087,False
head_only,2,1601,33,1.0,0.2279,True
head_only,4,18689,129,0.75475,0.0,False
full,4,353,353,1.0,1.0,True
head_only,4,137,9,0.62525,0.1439,False
head_only,5,1601,33,0.62375,0.0,False
full,3,13569,13569,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
head_only,1,3713,33,1.0,0.899,True
full,4,13569,13569,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
head_only,2,51713,129,1.0,0.1966,True
full,5,353,353,1.0,1.0,True
head_only,3,209,9,0.6135,0.0958,False
head_only,4,353,9,0.5,0.4319,False
full,5,1601,1601,1.0,1.0,True
full,5,137,137,1.0,0.0081,True
head_only,5,18689,129,0.53475,0.0,False
head_only,1,51713,129,1.0,0.6346,True
full,4,545,545,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,4,1601,33,0.63025,0.0,False
full,3,545,545,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,1,1089,65,1.0,0.9991,True
full,5,13569,13569,1.0,1.0,True
head_only,1,5249,65,1.0,0.9994,True
full,1,5249,5249,1.0,1.0,True
head_only,4,1601,33,0.574,0.0,False
full,4,2177,2177,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
head_only,5,545,17,0.50175,0.0076,False
head_only,1,137,9,1.0,0.6435,True
head_only,2,1089,65,1.0,0.205,True
full,3,18689,18689,1.0,1.0,True
head_only,4,13569,65,0.6335,0.0,False
full,4,3713,3713,1.0,1.0,True
head_only,4,13569,65,0.57275,0.0,False
head_only,2,2177,129,1.0,0.6602,True
head_only,5,51713,129,1.0,0.0,True
full,1,545,545,1.0,1.0,True
head_only,2,1089,17,0.49875,0.3945,False
head_only,5,273,17,0.59125,0.0,False
head_only,5,51713,129,0.5335,0.0313,False
full,2,1089,1089,1.0,1.0,True
head_only,3,1089,17,0.36675,0.1595,False
head_only,3,1089,17,0.74625,0.0067,False
head_only,5,209,9,0.4435,0.2861,False
full,3,1089,1089,1.0,1.0,True
head_only,2,18689,129,1.0,0.0003,True
full,5,13569,13569,1.0,0.9995,True
full,1,1089,1089,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,1,1089,17,1.0,0.8436,True
full,1,51713,51713,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
head_only,4,1089,17,0.5,0.3464,False
head_only,1,13569,65,1.0,0.9965,True
full,1,353,353,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,2,18689,129,1.0,0.4158,True
head_only,2,13569,65,1.0,0.1885,True
full,4,18689,18689,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,1,209,9,1.0,0.6991,True
head_only,2,353,9,0.74575,0.3679,False
full,2,137,137,1.0,1.0,True
head_only,4,2177,129,0.75575,0.0,False
head_only,1,1089,65,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,1,3713,33,1.0,0.5784,True
head_only,5,1089,17,0.5,0.3487,False
full,2,18689,18689,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,1601,33,0.599,0.0,False
full,4,1601,1601,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,3,273,17,0.629,0.0847,False
head_only,1,18689,129,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
head_only,3,545,33,0.61425,0.0,False
full,3,209,209,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,5,18689,129,0.5555,0.0,False
full,2,1089,1089,1.0,1.0,True
head_only,3,545,33,1.0,0.011,True
full,2,5249,5249,1.0,1.0,True
full,4,209,209,1.0,1.0,True
subspace,1,51713,1,0.5,0.4761,False
full,3,5249,5249,1.0,1.0,True
head_only,2,353,9,0.75175,0.455,False
head_only,2,273,17,1.0,0.1642,True
full,1,353,353,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
head_only,2,209,9,1.0,0.3037,True
full,3,3713,3713,1.0,1.0,True
head_only,5,51713,129,0.53725,0.0067,False
head_only,5,209,9,0.467,0.1724,False
full,4,209,209,1.0,1.0,True
head_only,1,13569,65,1.0,0.7117,True
subspace,2,51713,64,1.0,0.1013,True
full,4,1089,1089,1.0,1.0,True
head_only,5,13569,65,0.77975,0.0008,False
head_only,1,353,9,1.0,0.3267,True
full,4,1089,1089,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
head_only,1,3713,33,1.0,0.979,True
head_only,5,1089,17,0.46675,0.1855,False
head_only,1,5249,65,1.0,1.0,True
head_only,1,1601,33,1.0,0.6967,True
head_only,5,209,9,0.56,0.2804,False
full,3,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
head_only,4,209,9,0.56075,0.2959,False
subspace,2,51713,16,1.0,0.2281,True
head_only,5,18689,129,1.0,0.0,True
subspace,2,51713,4,0.5,0.3353,False
full,5,209,209,1.0,1.0,True
full,5,273,273,1.0,1.0,True
subspace,5,51713,1024,1.0,0.0168,True
full,1,18689,18689,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,2,18689,18689,1.0,1.0,True
head_only,4,18689,129,0.6895,0.0,False
head_only,4,18689,129,1.0,0.0,True
head_only,1,137,9,1.0,0.3504,True
full,1,13569,13569,1.0,1.0,True
head_only,1,209,9,1.0,0.6296,True
full,4,3713,3713,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,3,353,9,0.25025,0.1441,False
head_only,1,545,17,1.0,0.6988,True
full,2,1089,1089,1.0,1.0,True
head_only,2,13569,65,1.0,0.2733,True
head_only,1,273,17,1.0,0.6157,True
head_only,1,545,33,1.0,0.987,True
head_only,4,5249,65,1.0,0.0,True
head_only,3,51713,129,1.0,0.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,353,9,0.5,0.2246,False
head_only,5,13569,65,0.72075,0.2039,False
full,2,273,273,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,2,273,17,1.0,0.1079,True
full,1,5249,5249,1.0,1.0,True
head_only,3,13569,65,0.5065,0.1243,False
head_only,1,545,17,1.0,0.5501,True
head_only,4,1089,65,0.5685,0.0,False
head_only,1,273,17,1.0,0.9996,True
full,4,18689,18689,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,4,545,17,0.734,0.2623,False
head_only,1,5249,65,1.0,0.9851,True
head_only,5,5249,65,0.50375,0.0,False
full,5,1089,1089,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,5,1089,17,0.57125,0.3901,False
head_only,3,1601,33,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
full,3,353,353,1.0,0.2538,True
head_only,1,353,9,1.0,0.5767,True
head_only,1,5249,65,1.0,0.7241,True
head_only,4,545,33,0.5595,0.0013,False
full,2,353,353,1.0,1.0,True
head_only,2,545,33,1.0,0.1043,True
subspace,5,51713,64,0.7515,0.0006,False
head_only,2,137,9,1.0,0.0825,True
full,5,137,137,1.0,0.0,True
full,1,353,353,1.0,1.0,True
head_only,5,1089,17,0.495,0.324,False
head_only,3,1601,33,1.0,0.0037,True
full,3,18689,18689,1.0,1.0,True
full,5,353,353,1.0,1.0,True
head_only,3,13569,65,0.86975,0.213,False
head_only,5,353,9,0.4605,0.193,False
full,3,1089,1089,1.0,1.0,True
head_only,4,51713,129,0.50975,0.0196,False
head_only,2,2177,129,1.0,0.61,True
full,1,273,273,1.0,1.0,True
head_only,3,3713,33,1.0,0.0,True
subspace,2,51713,1,0.5,0.5033,False
full,5,1089,1089,1.0,1.0,True
subspace,5,51713,1,0.58775,0.2731,False
subspace,1,51713,4,0.5,0.6648,False
full,2,273,273,1.0,1.0,True
head_only,5,1601,33,0.80675,0.0036,False
head_only,3,545,17,0.86625,0.0043,False
head_only,2,13569,65,1.0,0.0,True
full,2,2177,2177,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,1,13569,65,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,2,51713,129,1.0,0.1734,True
full,5,1601,1601,1.0,1.0,True
head_only,1,209,9,1.0,0.4289,True
full,5,273,273,1.0,0.492,True
head_only,5,273,17,0.51375,0.1018,False
head_only,1,273,17,1.0,0.8377,True
head_only,4,273,17,0.766,0.1297,False
head_only,2,137,9,1.0,0.2088,True
full,2,1089,1089,1.0,1.0,True
head_only,2,3713,33,1.0,0.0182,True
full,3,545,545,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,5,137,137,1.0,0.0,True
full,4,209,209,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,5,137,137,0.96925,0.0,True
full,2,545,545,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,3,13569,65,1.0,0.0,True
full,5,2177,2177,1.0,1.0,True
head_only,5,273,17,0.52425,0.0366,False
full,3,18689,18689,1.0,1.0,True
head_only,2,18689,129,1.0,0.0,True
head_only,5,2177,129,0.58575,0.0,False
head_only,3,1089,65,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
head_only,4,2177,129,0.80975,0.0,False
full,5,137,137,1.0,0.0,True
full,2,545,545,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,4,209,9,0.47775,0.1871,False
head_only,2,353,9,0.5,0.3759,False
full,2,51713,51713,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,4,209,9,0.4945,0.2155,False
full,1,273,273,1.0,1.0,True
head_only,4,545,33,0.4285,0.0,False
full,5,2177,2177,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
head_only,1,353,9,1.0,0.4452,True
head_only,1,209,9,1.0,0.6616,True
full,1,1601,1601,1.0,1.0,True
head_only,4,353,9,0.49075,0.3008,False
head_only,5,51713,129,0.523,0.0,False
full,1,273,273,1.0,1.0,True
subspace,1,51713,1,1.0,0.4981,True
full,1,137,137,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,2,18689,129,1.0,0.2631,True
full,1,1601,1601,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
head_only,3,209,9,0.63,0.2555,False
full,4,353,353,1.0,0.1231,True
head_only,2,1601,33,1.0,0.0,True
head_only,4,353,9,0.3755,0.1705,False
head_only,3,545,17,0.6325,0.0143,False
head_only,3,1601,33,1.0,0.1027,True
full,3,273,273,1.0,1.0,True
head_only,4,13569,65,0.44175,0.0,False
head_only,3,209,9,0.50275,0.1708,False
head_only,2,1089,65,1.0,0.1365,True
head_only,2,1089,65,1.0,0.2217,True
head_only,2,353,9,0.7625,0.2207,False
full,1,273,273,1.0,1.0,True
head_only,3,545,33,0.62775,0.0022,False
full,5,1089,1089,1.0,1.0,True
head_only,5,1601,33,0.75175,0.069,False
subspace,2,51713,1024,1.0,1.0,True
head_only,4,137,9,0.55775,0.1905,False
head_only,4,18689,129,1.0,0.0011,True
full,5,353,353,1.0,1.0,True
head_only,3,273,17,1.0,0.1903,True
head_only,1,1089,65,1.0,1.0,True
head_only,1,1089,17,1.0,0.9425,True
full,2,5249,5249,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,5,51713,129,0.5965,0.0,False
head_only,2,209,9,1.0,0.2728,True
full,3,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,4,13569,65,0.44,0.1318,False
full,5,545,545,1.0,1.0,True
head_only,2,2177,129,1.0,0.7662,True
head_only,2,13569,65,1.0,0.0,True
head_only,1,1089,65,1.0,0.9997,True
head_only,1,18689,129,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,1,209,9,1.0,0.6504,True
full,1,51713,51713,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,2,545,33,1.0,0.0471,True
head_only,2,13569,65,1.0,0.0181,True
head_only,4,545,33,0.5595,0.0013,False
full,2,5249,5249,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,209,9,0.59275,0.1825,False
head_only,3,18689,129,1.0,0.0007,True
full,2,1601,1601,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,2,137,9,1.0,0.2088,True
subspace,1,51713,64,1.0,0.9769,True
full,2,13569,13569,1.0,1.0,True
head_only,3,51713,129,0.6295,0.0052,False
head_only,2,13569,65,1.0,0.0,True
head_only,4,353,9,0.5,0.4329,False
head_only,3,18689,129,1.0,0.0,True
head_only,4,18689,129,0.63475,0.0,False
full,5,209,209,1.0,0.1669,True
head_only,4,5249,65,1.0,0.0402,True
head_only,5,353,9,0.56825,0.2334,False
head_only,4,51713,129,0.55725,0.0,False
full,1,51713,51713,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,2,1089,65,1.0,0.2891,True
head_only,5,3713,33,0.5,0.3216,False
head_only,2,18689,129,1.0,0.0035,True
head_only,3,5249,65,1.0,0.0163,True
full,5,1601,1601,1.0,1.0,True
subspace,4,51713,1024,1.0,0.9983,True
head_only,4,1089,65,0.42825,0.0,False
full,5,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
subspace,3,51713,1024,1.0,0.9997,True
full,5,1089,1089,1.0,1.0,True
head_only,5,13569,65,0.59275,0.0,False
full,2,51713,51713,1.0,1.0,True
full,4,137,137,1.0,1.0,True
head_only,4,5249,65,0.61875,0.0,False
head_only,1,273,17,1.0,0.6875,True
full,4,5249,5249,1.0,1.0,True
head_only,2,137,9,1.0,0.3297,True
head_only,1,545,17,1.0,0.8661,True
head_only,3,353,9,0.50275,0.1867,False
head_only,5,209,9,0.6295,0.1671,False
head_only,2,2177,129,1.0,0.7521,True
full,2,1601,1601,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
head_only,4,3713,33,0.5705,0.0055,False
full,4,5249,5249,1.0,1.0,True
head_only,3,51713,129,0.759,0.0,False
head_only,3,1089,65,1.0,0.0,True
full,4,273,273,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,5,3713,33,0.53575,0.0,False
full,3,3713,3713,1.0,1.0,True
head_only,5,209,9,0.495,0.138,False
full,5,545,545,1.0,1.0,True
head_only,5,209,9,0.46675,0.187,False
full,5,13569,13569,1.0,1.0,True
head_only,1,51713,129,1.0,0.8224,True
full,5,209,209,1.0,1.0,True
full,4,353,353,1.0,1.0,True
subspace,3,51713,64,1.0,0.0025,True
head_only,3,5249,65,0.88,0.0,False
full,3,137,137,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
head_only,4,1089,65,1.0,0.0,True
head_only,2,51713,129,1.0,0.0,True
head_only,1,273,17,1.0,0.9731,True
full,2,1601,1601,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,5,209,209,1.0,0.0002,True
head_only,4,273,17,0.68925,0.0385,False
full,1,545,545,1.0,1.0,True
head_only,4,1089,17,0.47775,0.0438,False
full,3,1089,1089,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,4,51713,129,0.57525,0.0,False
head_only,1,545,33,1.0,0.9853,True
head_only,4,1089,17,0.5,0.3564,False
full,4,1601,1601,1.0,1.0,True
head_only,1,1089,17,1.0,0.6814,True
head_only,5,1089,17,0.559,0.0877,False
full,2,1601,1601,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,5,3713,33,0.52375,0.2598,False
head_only,1,13569,65,1.0,0.9993,True
full,3,2177,2177,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,1,1089,17,1.0,0.9703,True
head_only,3,137,9,0.62375,0.1747,False
head_only,3,51713,129,0.61175,0.0051,False
head_only,3,18689,129,1.0,0.0,True
head_only,2,209,9,0.49275,0.1655,False
full,3,51713,51713,1.0,1.0,True
head_only,3,5249,65,0.75725,0.0004,False
head_only,2,137,9,1.0,0.2004,True
full,3,209,209,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,2,1089,17,1.0,0.1598,True
head_only,3,273,17,1.0,0.1288,True
full,4,1601,1601,1.0,1.0,True
head_only,2,1089,17,0.5045,0.1817,False
full,2,1089,1089,1.0,1.0,True
full,5,137,137,1.0,1.0,True
head_only,5,545,33,0.857,0.0028,False
head_only,3,273,17,0.74925,0.0432,False
full,4,137,137,1.0,1.0,True
subspace,1,51713,16,1.0,0.6208,True
full,5,51713,51713,1.0,1.0,True
head_only,1,545,17,1.0,0.8906,True
head_only,5,545,17,0.4385,0.1112,False
head_only,2,2177,129,1.0,0.0055,True
head_only,4,1089,65,0.6775,0.0,False
head_only,3,18689,129,0.88,0.0,False
full,3,5249,5249,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
head_only,2,2177,129,1.0,0.7173,True
head_only,3,13569,65,0.872,0.1479,False
head_only,3,545,17,0.51125,0.1438,False
full,3,51713,51713,1.0,1.0,True
head_only,2,273,17,1.0,0.0024,True
head_only,2,273,17,1.0,0.2028,True
subspace,1,51713,1024,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,3,545,17,0.619,0.1341,False
head_only,3,1089,65,0.8755,0.0,False
full,1,353,353,1.0,1.0,True
head_only,1,13569,65,1.0,0.7779,True
head_only,1,353,9,1.0,0.6189,True
full,5,51713,51713,1.0,1.0,True
full,5,353,353,1.0,0.0,True
full,3,5249,5249,1.0,1.0,True
head_only,3,209,9,0.5,0.1108,False
full,5,5249,5249,1.0,1.0,True
full,4,209,209,1.0,1.0,True
subspace,5,51713,4,0.49425,0.3164,False
full,2,13569,13569,1.0,1.0,True
full,5,137,137,0.97225,0.6511,True
full,3,1089,1089,1.0,1.0,True
head_only,4,3713,33,0.49875,0.2975,False
full,3,2177,2177,1.0,1.0,True
head_only,5,1601,33,0.529,0.0,False
head_only,4,13569,65,1.0,0.001,True
full,2,1089,1089,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,4,1601,33,0.43875,0.0043,False
full,1,1089,1089,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
head_only,4,137,9,0.5035,0.2293,False
full,4,1601,1601,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,3,51713,129,1.0,0.0693,True
full,4,273,273,1.0,1.0,True
head_only,3,1089,17,0.6325,0.2707,False
head_only,2,1601,33,1.0,0.0,True
head_only,1,545,33,1.0,0.9806,True
head_only,2,2177,129,1.0,0.0044,True
full,3,545,545,1.0,1.0,True
head_only,3,2177,129,0.75025,0.0,False
full,4,353,353,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,4,353,9,0.50125,0.386,False
head_only,4,273,17,0.44175,0.0147,False
full,1,1089,1089,1.0,1.0,True
head_only,3,545,17,1.0,0.0124,True
full,2,5249,5249,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
head_only,2,545,33,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,1,1601,33,1.0,0.8058,True
full,1,353,353,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,3,1089,17,0.50375,0.0886,False
full,2,2177,2177,1.0,1.0,True
head_only,3,1089,17,0.5015,0.262,False
full,2,273,273,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
full,1,5249,5249,1.0,1.0,True
head_only,4,51713,129,0.69425,0.0,False
full,5,13569,13569,1.0,1.0,True
subspace,3,51713,64,1.0,0.0002,True
full,3,51713,51713,1.0,1.0,True
head_only,1,545,33,1.0,0.8994,True
full,3,51713,51713,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,3,545,17,1.0,0.1482,True
full,4,18689,18689,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,4,545,33,1.0,0.0026,True
head_only,2,13569,65,1.0,0.0,True
subspace,3,51713,1024,1.0,0.9998,True
full,2,545,545,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,5,51713,129,0.5,0.0257,False
head_only,3,1089,65,1.0,0.0004,True
full,2,353,353,1.0,1.0,True
head_only,2,137,9,0.489,0.2573,False
full,5,1089,1089,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,2,273,17,1.0,0.1578,True
full,1,5249,5249,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,1,13569,65,1.0,0.9739,True
full,5,1601,1601,1.0,1.0,True
head_only,4,1601,33,0.49,0.0,False
head_only,4,18689,129,0.75075,0.0,False
head_only,2,3713,33,1.0,0.0466,True
head_only,5,545,33,0.531,0.0029,False
head_only,3,273,17,1.0,0.1292,True
full,5,209,209,1.0,0.8177,True
full,2,1089,1089,1.0,1.0,True
head_only,1,13569,65,1.0,0.5606,True
full,4,51713,51713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,137,9,1.0,0.1861,True
full,5,51713,51713,1.0,1.0,True
head_only,2,545,33,1.0,0.0,True
head_only,5,3713,33,0.5605,0.0043,False
head_only,1,18689,129,1.0,1.0,True
head_only,1,1601,33,1.0,0.9723,True
full,3,1089,1089,1.0,1.0,True
full,4,137,137,1.0,1.0,True
head_only,3,137,9,0.763,0.1941,False
full,3,13569,13569,1.0,1.0,True
head_only,3,209,9,0.50075,0.2563,False
full,1,13569,13569,1.0,1.0,True
head_only,5,137,9,0.475,0.0504,False
head_only,2,18689,129,1.0,0.6694,True
full,3,2177,2177,1.0,1.0,True
head_only,4,273,17,0.562,0.0662,False
full,1,1089,1089,1.0,1.0,True
head_only,3,1089,65,1.0,0.0,True
head_only,1,209,9,1.0,0.4575,True
head_only,1,209,9,1.0,0.6569,True
full,4,273,273,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,4,5249,65,1.0,0.0,True
head_only,5,13569,65,0.52425,0.0,False
head_only,2,545,17,1.0,0.2302,True
head_only,1,3713,33,1.0,0.4235,True
head_only,5,353,9,0.50025,0.1577,False
head_only,2,137,9,1.0,0.0772,True
head_only,4,1601,33,0.49625,0.0,False
full,3,273,273,1.0,1.0,True
head_only,4,2177,129,0.63125,0.0,False
head_only,1,545,17,1.0,0.9926,True
full,5,13569,13569,1.0,1.0,True
head_only,3,1089,65,0.75325,0.0,False
head_only,1,273,17,1.0,0.8354,True
full,4,13569,13569,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,5,137,9,0.6225,0.2119,False
full,4,1089,1089,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
head_only,2,273,17,1.0,0.0429,True
full,2,273,273,1.0,1.0,True
head_only,4,1089,65,1.0,0.0,True
full,3,18689,18689,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,5,2177,129,0.69125,0.0,False
full,3,545,545,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,5,353,9,0.5,0.4298,False
head_only,3,3713,33,1.0,0.0053,True
full,2,13569,13569,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,4,2177,129,0.69175,0.0,False
full,1,3713,3713,1.0,1.0,True
head_only,4,51713,129,1.0,0.0,True
head_only,5,1601,33,0.80825,0.0013,False
head_only,1,5249,65,1.0,0.9814,True
full,4,273,273,1.0,1.0,True
head_only,5,18689,129,1.0,0.0,True
full,3,1089,1089,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
