mode,k,total,trainable,decoder,behavior,crossed
head_only,5,545,33,0.53625,0.0,False
head_only,3,1601,33,0.62075,0.0049,False
full,3,1089,1089,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,4,13569,65,0.74525,0.1368,False
head_only,2,51713,129,1.0,0.0079,True
full,4,18689,18689,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
head_only,3,273,17,0.88075,0.0,False
head_only,2,273,17,1.0,0.0002,True
head_only,5,1089,65,0.582,0.0,False
head_only,2,353,9,0.51275,0.2112,False
full,4,3713,3713,1.0,1.0,True
subspace,1,51713,16,1.0,0.6768,True
full,4,137,137,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
head_only,1,1089,17,1.0,0.6197,True
head_only,5,13569,65,0.462,0.0,False
full,1,1089,1089,1.0,1.0,True
head_only,4,1089,65,0.6735,0.0,False
head_only,2,13569,65,1.0,0.0606,True
full,2,545,545,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,137,9,1.0,0.0947,True
head_only,4,1089,17,0.6395,0.2939,False
head_only,4,1601,33,0.81475,0.1008,False
head_only,1,137,9,1.0,0.6596,True
head_only,5,1089,65,0.55625,0.0,False
full,5,209,209,0.9415,1.0,False
full,3,51713,51713,1.0,1.0,True
head_only,4,3713,33,0.49,0.0,False
head_only,5,5249,65,0.5935,0.0,False
head_only,4,273,17,0.44175,0.0147,False
head_only,5,545,17,0.494,0.0805,False
head_only,4,209,9,0.4225,0.1894,False
full,4,545,545,1.0,1.0,True
head_only,3,51713,129,0.87325,0.0,False
full,3,3713,3713,1.0,1.0,True
head_only,1,13569,65,1.0,0.9969,True
head_only,1,3713,33,1.0,0.9881,True
head_only,2,13569,65,1.0,0.0569,True
head_only,4,3713,33,0.48875,0.0004,False
head_only,3,1089,17,0.61325,0.4009,False
head_only,3,137,9,0.6215,0.16,False
full,1,2177,2177,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,2,209,9,1.0,0.3293,True
head_only,2,545,33,1.0,0.0,True
full,2,13569,13569,1.0,1.0,True
head_only,3,545,33,0.61425,0.0,False
full,2,18689,18689,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,4,1089,65,0.5685,0.0,False
head_only,1,5249,65,1.0,1.0,True
head_only,1,137,9,1.0,0.5833,True
head_only,2,5249,65,1.0,0.1422,True
full,2,1089,1089,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,2,209,9,0.50125,0.3284,False
full,5,5249,5249,1.0,1.0,True
head_only,4,5249,65,0.62525,0.0,False
head_only,1,5249,65,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,4,137,137,1.0,0.0,True
full,1,1601,1601,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,1,273,273,1.0,1.0,True
head_only,5,51713,129,0.46475,0.0,False
full,3,353,353,1.0,1.0,True
head_only,4,137,9,0.43425,0.2418,False
subspace,4,51713,256,1.0,0.0,True
full,4,13569,13569,1.0,1.0,True
full,5,209,209,1.0,0.0,True
head_only,3,51713,129,1.0,0.0,True
head_only,1,3713,33,1.0,0.8957,True
full,4,1601,1601,1.0,1.0,True
head_only,1,5249,65,1.0,1.0,True
head_only,3,137,9,0.62175,0.1621,False
full,1,2177,2177,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
head_only,5,1089,17,0.71425,0.1864,False
full,2,353,353,1.0,0.5,True
full,3,5249,5249,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,3,353,353,1.0,0.2451,True
full,2,1089,1089,1.0,1.0,True
subspace,1,51713,16,1.0,0.6496,True
head_only,4,353,9,0.6355,0.3701,False
full,2,2177,2177,1.0,1.0,True
head_only,2,3713,33,1.0,0.144,True
full,2,51713,51713,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,5,545,17,0.6045,0.2523,False
full,4,3713,3713,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
head_only,2,545,33,1.0,0.1229,True
subspace,4,51713,4,0.5,0.3233,False
full,2,1089,1089,1.0,1.0,True
head_only,4,137,9,0.43875,0.1021,False
head_only,4,2177,129,0.80975,0.0,False
full,3,273,273,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,2,353,9,1.0,0.2578,True
head_only,5,1089,65,0.91375,0.0,False
head_only,2,3713,33,1.0,0.0205,True
head_only,2,1089,65,1.0,0.2285,True
head_only,5,545,33,0.85025,0.0029,False
head_only,1,209,9,1.0,0.8692,True
head_only,5,273,17,0.60175,0.002,False
head_only,1,545,17,1.0,0.6738,True
subspace,2,51713,1024,1.0,1.0,True
head_only,2,1089,17,0.753,0.1992,False
full,3,353,353,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,1,209,209,1.0,1.0,True
subspace,5,51713,16,0.65525,0.1852,False
subspace,3,51713,64,1.0,0.0011,True
head_only,5,3713,33,0.496,0.2637,False
head_only,1,5249,65,1.0,0.9557,True
full,2,545,545,1.0,1.0,True
head_only,4,51713,129,0.5605,0.0052,False
head_only,5,353,9,0.46775,0.2125,False
full,1,18689,18689,1.0,1.0,True
head_only,1,273,17,1.0,0.813,True
head_only,1,51713,129,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,5,1601,33,0.59875,0.1375,False
full,4,51713,51713,1.0,1.0,True
head_only,1,3713,33,1.0,0.208,True
full,1,3713,3713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,353,9,0.555,0.334,False
full,1,353,353,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,4,5249,65,0.55825,0.0,False
full,3,1089,1089,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
head_only,4,545,33,0.49625,0.0,False
head_only,1,13569,65,1.0,0.9933,True
full,5,18689,18689,1.0,1.0,True
head_only,5,273,17,0.58675,0.0343,False
head_only,1,273,17,1.0,0.8354,True
full,4,545,545,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,1,137,9,1.0,0.7206,True
head_only,5,3713,33,0.45975,0.0151,False
full,3,51713,51713,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
head_only,4,18689,129,0.62875,0.0,False
full,3,2177,2177,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,2,1601,33,1.0,0.0,True
head_only,4,1089,17,0.6215,0.0708,False
full,3,209,209,1.0,1.0,True
head_only,4,545,17,0.5745,0.0009,False
head_only,2,13569,65,0.499,0.1805,False
head_only,2,51713,129,1.0,0.3081,True
head_only,1,545,33,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
head_only,5,353,9,0.56025,0.4531,False
head_only,1,2177,129,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,4,545,33,0.49625,0.0,False
head_only,3,1601,33,1.0,0.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,5249,65,0.967,0.0001,True
head_only,4,13569,65,0.4455,0.0,False
head_only,3,13569,65,1.0,0.0,True
full,5,1601,1601,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,4,51713,129,0.561,0.0,False
full,5,2177,2177,1.0,1.0,True
head_only,5,18689,129,0.528,0.0,False
full,1,5249,5249,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
head_only,4,5249,65,1.0,0.0004,True
full,2,1601,1601,1.0,1.0,True
subspace,2,51713,16,1.0,0.1435,True
full,5,137,137,1.0,0.4727,True
full,1,1089,1089,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,5,51713,129,0.8175,0.0963,False
full,4,13569,13569,1.0,1.0,True
full,2,273,273,1.0,1.0,True
subspace,2,51713,1,0.48775,0.5441,False
full,1,209,209,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,5,209,9,0.493,0.2146,False
head_only,5,5249,65,0.566,0.0,False
subspace,3,51713,1024,1.0,0.9995,True
head_only,3,3713,33,1.0,0.0189,True
head_only,5,2177,129,0.5345,0.0,False
head_only,5,13569,65,0.9675,0.0002,True
head_only,3,137,9,0.63675,0.1666,False
full,3,209,209,1.0,1.0,True
full,4,137,137,1.0,1.0,True
full,3,273,273,1.0,1.0,True
head_only,1,209,9,1.0,0.8164,True
head_only,3,545,17,0.878,0.0131,False
head_only,3,1601,33,1.0,0.0333,True
head_only,5,545,17,0.49475,0.0108,False
head_only,1,545,17,1.0,0.8461,True
full,1,353,353,1.0,1.0,True
head_only,1,1601,33,1.0,0.5475,True
head_only,2,51713,129,1.0,0.129,True
head_only,1,273,17,1.0,0.827,True
full,2,545,545,1.0,1.0,True
head_only,5,353,9,0.54325,0.3738,False
head_only,2,2177,129,1.0,0.6667,True
head_only,1,1089,17,1.0,0.8474,True
head_only,5,18689,129,0.471,0.0,False
head_only,2,353,9,0.51075,0.1706,False
full,4,545,545,1.0,1.0,True
head_only,5,137,9,0.4585,0.237,False
full,4,3713,3713,1.0,1.0,True
head_only,4,2177,129,0.61025,0.0,False
head_only,1,1601,33,1.0,0.9993,True
full,4,209,209,1.0,1.0,True
full,2,137,137,1.0,1.0,True
full,5,273,273,1.0,0.0,True
full,3,545,545,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
head_only,1,545,33,1.0,1.0,True
head_only,5,51713,129,0.758,0.0521,False
full,3,545,545,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,4,273,17,0.7615,0.1246,False
full,3,1601,1601,1.0,1.0,True
head_only,4,3713,33,0.94125,0.0291,False
full,5,51713,51713,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,5,273,17,0.714,0.1864,False
full,5,1089,1089,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
head_only,4,18689,129,1.0,0.0,True
full,3,3713,3713,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,3,13569,65,0.87225,0.0,False
full,4,18689,18689,1.0,1.0,True
head_only,4,209,9,0.5035,0.2302,False
head_only,4,1089,65,0.6915,0.0,False
head_only,2,353,9,0.5,0.3104,False
full,4,51713,51713,1.0,1.0,True
head_only,2,1601,33,1.0,0.0684,True
head_only,5,273,17,0.44175,0.0421,False
full,2,209,209,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,5,5249,65,1.0,0.0168,True
head_only,5,1089,65,0.56,0.0,False
full,3,209,209,1.0,1.0,True
full,1,273,273,1.0,1.0,True
head_only,2,1089,65,1.0,0.1263,True
head_only,1,3713,33,1.0,0.9989,True
head_only,5,1089,17,0.5575,0.3929,False
full,5,3713,3713,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
head_only,3,209,9,0.62575,0.1055,False
full,1,18689,18689,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,5,2177,129,0.55375,0.0,False
full,1,5249,5249,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
subspace,1,51713,4,0.5,0.5835,False
head_only,1,209,9,1.0,0.7934,True
head_only,1,51713,129,1.0,1.0,True
head_only,4,3713,33,0.81975,0.0397,False
full,2,545,545,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
head_only,3,353,9,0.5,0.3899,False
head_only,2,545,33,1.0,0.0881,True
head_only,4,1089,65,1.0,0.0005,True
full,1,137,137,1.0,1.0,True
head_only,5,545,17,0.436,0.1652,False
full,4,1601,1601,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,4,209,209,1.0,1.0,True
head_only,4,545,33,0.50325,0.0,False
head_only,5,51713,129,0.524,0.005,False
head_only,4,1601,33,0.55175,0.0033,False
head_only,2,209,9,0.744,0.2812,False
head_only,3,137,9,0.7485,0.2412,False
head_only,1,1089,65,1.0,0.9998,True
full,1,137,137,1.0,1.0,True
subspace,5,51713,1024,1.0,0.0558,True
full,2,209,209,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,4,545,33,0.4285,0.0,False
head_only,1,209,9,1.0,0.5954,True
full,5,1089,1089,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
head_only,4,545,17,0.4885,0.006,False
head_only,1,545,33,1.0,1.0,True
head_only,1,13569,65,1.0,0.9938,True
head_only,5,2177,129,1.0,0.0,True
head_only,1,5249,65,1.0,0.7822,True
full,3,545,545,1.0,1.0,True
full,3,353,353,1.0,1.0,True
full,4,209,209,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
head_only,4,1601,33,0.93675,0.0173,False
head_only,1,137,9,1.0,0.5898,True
head_only,1,1601,33,1.0,0.9942,True
head_only,1,545,33,1.0,1.0,True
head_only,5,545,17,0.49325,0.2093,False
full,4,1601,1601,1.0,1.0,True
head_only,2,3713,33,1.0,0.0212,True
head_only,5,51713,129,0.46625,0.0,False
full,5,18689,18689,1.0,1.0,True
head_only,4,1601,33,0.54075,0.0042,False
full,3,1089,1089,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,5,137,9,0.60125,0.1622,False
full,4,273,273,1.0,1.0,True
head_only,5,1601,33,0.509,0.0362,False
full,3,51713,51713,1.0,1.0,True
head_only,3,1089,65,1.0,0.0,True
full,2,3713,3713,1.0,1.0,True
head_only,3,1089,17,0.49725,0.2652,False
head_only,1,1601,33,1.0,0.9912,True
head_only,4,1601,33,0.44825,0.0001,False
head_only,5,13569,65,0.87275,0.0001,False
head_only,3,545,17,0.50075,0.118,False
subspace,4,51713,256,1.0,0.0,True
head_only,4,545,17,0.80675,0.2759,False
full,4,209,209,1.0,1.0,True
head_only,3,137,9,1.0,0.1812,True
head_only,1,3713,33,1.0,0.5322,True
full,3,5249,5249,1.0,1.0,True
head_only,5,353,9,0.524,0.2066,False
head_only,4,545,33,0.44325,0.004,False
head_only,3,137,9,0.61575,0.2261,False
full,3,1601,1601,1.0,1.0,True
head_only,3,209,9,0.5,0.1915,False
head_only,3,5249,65,1.0,0.0,True
full,4,1089,1089,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,3,2177,2177,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
head_only,4,209,9,0.5125,0.3439,False
full,4,5249,5249,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,4,137,137,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
subspace,5,51713,64,0.74575,0.0004,False
head_only,3,2177,129,0.63975,0.0,False
full,4,51713,51713,1.0,1.0,True
head_only,4,1089,17,0.5585,0.0954,False
head_only,3,13569,65,0.37125,0.1773,False
head_only,4,13569,65,0.43575,0.0003,False
head_only,3,2177,129,0.75225,0.0,False
head_only,1,137,9,1.0,0.799,True
head_only,2,545,33,1.0,0.0351,True
full,4,209,209,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
head_only,4,545,33,1.0,0.0168,True
full,5,5249,5249,1.0,1.0,True
head_only,3,1089,65,1.0,0.0,True
head_only,4,209,9,0.632,0.128,False
head_only,1,137,9,1.0,0.6717,True
full,3,5249,5249,1.0,1.0,True
head_only,5,51713,129,0.53675,0.0,False
head_only,1,3713,33,1.0,0.6754,True
head_only,1,545,33,1.0,0.9821,True
head_only,2,273,17,1.0,0.0684,True
head_only,2,273,17,1.0,0.1069,True
head_only,2,18689,129,1.0,0.0006,True
full,4,545,545,1.0,1.0,True
head_only,1,3713,33,1.0,0.8755,True
head_only,5,5249,65,0.60175,0.0,False
full,4,3713,3713,1.0,1.0,True
head_only,2,1089,65,1.0,0.3663,True
full,2,137,137,1.0,1.0,True
full,3,353,353,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,3,209,209,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
full,4,2177,2177,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,3,3713,33,0.74975,0.0063,False
head_only,1,18689,129,1.0,1.0,True
head_only,3,13569,65,0.37025,0.0,False
full,3,545,545,1.0,1.0,True
head_only,4,353,9,0.5,0.3473,False
head_only,4,209,9,0.62725,0.1909,False
full,2,1601,1601,1.0,1.0,True
head_only,2,18689,129,1.0,0.6591,True
full,5,5249,5249,1.0,1.0,True
head_only,1,545,17,1.0,0.7964,True
head_only,1,545,17,1.0,0.5634,True
head_only,5,3713,33,0.52525,0.0032,False
full,1,545,545,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
subspace,5,51713,1024,1.0,0.0008,True
head_only,2,3713,33,0.745,0.0151,False
head_only,5,13569,65,0.4365,0.0,False
full,3,545,545,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,3,51713,129,0.74975,0.0,False
full,3,13569,13569,1.0,1.0,True
head_only,1,209,9,1.0,0.4577,True
head_only,2,1089,17,0.7555,0.2912,False
full,4,13569,13569,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,2,1089,17,1.0,0.1163,True
full,5,1601,1601,1.0,1.0,True
head_only,5,1089,65,0.49325,0.0,False
subspace,1,51713,4,0.5,0.5015,False
head_only,2,5249,65,1.0,0.1293,True
head_only,1,3713,33,1.0,0.9872,True
head_only,5,545,17,0.5265,0.082,False
subspace,5,51713,16,0.65425,0.1503,False
full,5,1601,1601,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,2,137,137,1.0,1.0,True
full,4,137,137,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,2,137,9,1.0,0.1148,True
subspace,4,51713,1024,1.0,0.9978,True
head_only,2,1089,65,1.0,0.5159,True
full,5,353,353,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,3,1601,33,0.63025,0.0017,False
head_only,2,3713,33,1.0,0.0135,True
head_only,4,273,17,0.49575,0.1444,False
subspace,3,51713,64,1.0,0.0015,True
full,1,2177,2177,1.0,1.0,True
head_only,5,3713,33,0.524,0.0099,False
full,5,13569,13569,1.0,1.0,True
head_only,4,545,17,0.562,0.0677,False
full,2,137,137,1.0,1.0,True
head_only,4,1089,17,0.50075,0.3873,False
head_only,5,353,9,0.52375,0.39,False
head_only,1,13569,65,1.0,1.0,True
head_only,2,2177,129,1.0,0.7662,True
full,1,51713,51713,1.0,1.0,True
head_only,3,545,33,0.5155,0.0,False
head_only,3,273,17,1.0,0.0863,True
full,5,137,137,1.0,0.8569,True
head_only,3,51713,129,1.0,0.0,True
head_only,5,18689,129,0.51875,0.0,False
full,3,545,545,1.0,1.0,True
head_only,3,273,17,0.87375,0.0028,False
full,5,1089,1089,1.0,1.0,True
head_only,4,13569,65,0.68375,0.1608,False
full,2,273,273,1.0,1.0,True
full,4,545,545,1.0,1.0,True
head_only,3,545,17,0.37475,0.076,False
head_only,1,137,9,1.0,0.6596,True
head_only,3,1089,65,1.0,0.0002,True
full,5,5249,5249,1.0,1.0,True
head_only,2,2177,129,1.0,0.8537,True
head_only,3,137,9,0.7485,0.2412,False
head_only,5,273,17,0.6225,0.0556,False
head_only,4,2177,129,0.75575,0.0,False
full,2,545,545,1.0,1.0,True
head_only,5,545,17,0.45825,0.0736,False
head_only,1,209,9,1.0,0.5979,True
head_only,4,545,33,0.44825,0.0002,False
full,1,51713,51713,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
head_only,3,1089,17,0.87275,0.0954,False
full,5,1089,1089,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,2,137,9,1.0,0.2026,True
head_only,5,3713,33,0.733,0.0248,False
full,5,5249,5249,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,3,1089,17,0.5,0.3564,False
head_only,2,545,33,1.0,0.1097,True
full,4,18689,18689,1.0,1.0,True
head_only,2,545,17,1.0,0.2219,True
full,2,1601,1601,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,3,209,209,1.0,1.0,True
head_only,1,545,33,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,4,545,33,0.54775,0.0,False
full,1,353,353,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
head_only,1,545,17,1.0,0.7788,True
head_only,5,1601,33,0.62575,0.0031,False
full,1,5249,5249,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,5,137,137,0.907,0.6368,False
full,1,545,545,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,5249,65,1.0,0.1736,True
head_only,1,2177,129,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,4,3713,33,0.67875,0.2518,False
subspace,1,51713,1,0.5,0.41,False
full,3,353,353,1.0,1.0,True
head_only,5,353,9,0.5,0.3824,False
head_only,2,137,9,1.0,0.2655,True
full,2,137,137,1.0,1.0,True
head_only,4,273,17,0.821,0.1518,False
full,2,209,209,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,1,51713,129,1.0,0.5724,True
head_only,1,3713,33,1.0,0.7834,True
head_only,3,1601,33,1.0,0.0209,True
head_only,2,3713,33,1.0,0.0427,True
full,1,137,137,1.0,1.0,True
head_only,4,273,17,0.55575,0.055,False
full,5,13569,13569,1.0,1.0,True
head_only,3,545,33,0.5155,0.0,False
full,3,2177,2177,1.0,1.0,True
head_only,2,353,9,0.5015,0.2031,False
head_only,3,13569,65,1.0,0.0,True
full,5,1601,1601,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,4,18689,129,0.7535,0.0,False
head_only,4,273,17,0.4295,0.0454,False
head_only,4,13569,65,0.43325,0.0,False
head_only,2,353,9,0.75425,0.1941,False
head_only,4,2177,129,1.0,0.0,True
full,5,1601,1601,1.0,1.0,True
full,5,1601,1601,1.0,1.0,True
subspace,5,51713,256,1.0,0.0,True
head_only,5,5249,65,0.8835,0.0506,False
full,4,3713,3713,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,1,137,137,1.0,1.0,True
head_only,1,353,9,1.0,0.4363,True
full,2,5249,5249,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,5,5249,65,0.5865,0.0014,False
full,5,1601,1601,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,3,353,353,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
full,2,1601,1601,1.0,1.0,True
head_only,2,2177,129,1.0,0.6772,True
full,1,13569,13569,1.0,1.0,True
head_only,5,273,17,0.5595,0.0894,False
head_only,4,13569,65,0.50225,0.0,False
full,4,1089,1089,1.0,1.0,True
head_only,2,137,9,1.0,0.1854,True
full,3,2177,2177,1.0,1.0,True
head_only,4,18689,129,0.486,0.0,False
head_only,2,1089,65,1.0,0.2502,True
full,5,51713,51713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,5,545,33,0.528,0.0,False
head_only,2,13569,65,1.0,0.2109,True
full,2,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,4,209,209,1.0,1.0,True
head_only,4,1089,17,0.744,0.1275,False
full,4,1089,1089,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
subspace,1,51713,256,1.0,1.0,True
full,5,273,273,1.0,0.9258,True
full,4,1089,1089,1.0,1.0,True
head_only,4,209,9,0.567,0.2458,False
head_only,5,3713,33,0.497,0.0078,False
full,1,2177,2177,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,2,353,9,1.0,0.2889,True
full,3,3713,3713,1.0,1.0,True
head_only,4,3713,33,0.56975,0.0403,False
head_only,4,1601,33,0.86525,0.0078,False
head_only,1,2177,129,1.0,1.0,True
head_only,4,18689,129,1.0,0.0004,True
full,4,545,545,1.0,1.0,True
head_only,4,545,17,0.5555,0.2086,False
full,5,209,209,1.0,0.3685,True
full,1,353,353,1.0,1.0,True
head_only,4,137,9,0.62,0.1735,False
head_only,3,5249,65,1.0,0.0,True
head_only,4,13569,65,0.4275,0.1777,False
head_only,5,5249,65,0.9105,0.0464,False
head_only,2,353,9,1.0,0.2112,True
head_only,1,353,9,1.0,0.6736,True
head_only,2,1089,65,1.0,0.0,True
full,5,51713,51713,1.0,1.0,True
head_only,5,353,9,0.53075,0.3889,False
head_only,2,137,9,1.0,0.2699,True
full,3,353,353,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,3,353,9,0.62025,0.3496,False
head_only,5,1601,33,0.4885,0.0317,False
full,4,545,545,1.0,1.0,True
head_only,4,1089,65,1.0,0.0,True
subspace,1,51713,16,1.0,0.5794,True
full,4,1089,1089,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,3,5249,65,1.0,0.0,True
head_only,3,545,17,0.87475,0.1925,False
full,1,51713,51713,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,4,545,17,0.555,0.1882,False
full,3,1601,1601,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,1,1089,17,1.0,0.6568,True
full,2,5249,5249,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
subspace,2,51713,256,1.0,0.9906,True
head_only,2,5249,65,1.0,0.0208,True
full,5,1601,1601,1.0,1.0,True
head_only,5,1089,17,0.53575,0.0806,False
